mol1,mol2,label,pair_id,pair_id_clean,combined_text,is_missing_text,feature_index
TATB,Ant,0,TATB&Ant,TATB&Ant,"结论: Yes. 关键特征: - Distinct melting points with limited solid-state miscibility; - Favorable intermolecular interactions (e.g., π–π stacking, van der Waals) promoting liquid-phase co-solubility but inhibiting co-crystallization; - A single eutectic point on the phase diagram where the mixture melts at a temperature lower than either pure component. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Distinct melting points with limited solid-state miscibility  \n- Favorable intermolecular interactions (e.g., π–π stacking, van der Waals) promoting liquid-phase co-solubility but inhibiting co-crystallization  \n- A single eutectic point on the phase diagram where the mixture melts at a temperature lower than either pure component  \n\nDetailed Analysis:  \nThe two compounds—2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyr",False,443
TATB,NQ,0,TATB&NQ,TATB&NQ,"结论: No. 关键特征: - Significant disparity in molecular size, polarity, and functional groups; - Lack of complementary intermolecular interaction motifs for stable co-crystal or eutectic formation; - Large difference in melting behavior and volatility profiles. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, polarity, and functional groups\n- Lack of complementary intermolecular interaction motifs for stable co-crystal or eutectic formation\n- Large difference in melting behavior and volatility profiles\n\nDetailed Analysis:\nThe two compounds—2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine (a complex heterocyclic base with aromatic and aliphatic moieties) and 2-bromoacetate (likely ref",False,444
TATB,TBTNB,0,TATB&TBTNB,TATB&TBTNB,"结论: Yes. 关键特征: - Distinct melting points with significant difference (>50 °C) between the two components, facilitating eutectic formation.; - Limited solid-state miscibility due to structural dissimilarity (one is a complex heterocyclic base, the other a strong electron-deficient nitroaromatic acid).; - Potential for intermolecular interactions (e.g., hydrogen bonding or charge-assisted contacts) that may stabilize the liquid phase relative to individual crystalline phases.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Distinct melting points with significant difference (>50 °C) between the two components, facilitating eutectic formation.  \n- Limited solid-state miscibility due to structural dissimilarity (one is a complex heterocyclic base, the other a strong electron-deficient nitroaromatic acid).  \n- Potential for intermolecular interactions (e.g., hydrogen bonding or charge-assisted contacts) that may stabilize the liquid phase relative t",False,445
TATB,D-explosive,0,TATB&D-explosive,TATB&D-explosive,"结论: No. 关键特征: - Lack of structural or intermolecular complementarity for stable heteromeric interactions; - Significant disparity in molecular polarity and functional group compatibility; - Absence of documented co-crystallization or eutectic behavior between pharmaceutical bases and energetic materials. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Lack of structural or intermolecular complementarity for stable heteromeric interactions  \n- Significant disparity in molecular polarity and functional group compatibility  \n- Absence of documented co-crystallization or eutectic behavior between pharmaceutical bases and energetic materials  \n\nDetailed Analysis:  \nThe first compound, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a complex organic molecule featuri",False,446
TATB,TNAZ,0,TATB&TNAZ,TATB&TNAZ,"结论: No. 关键特征: - Significant disparity in molecular polarity and hydrogen-bonding capability; - Large difference in melting points and thermal behavior; - Lack of structural complementarity for stable intermolecular interactions. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and hydrogen-bonding capability  \n- Large difference in melting points and thermal behavior  \n- Lack of structural complementarity for stable intermolecular interactions  \n\nDetailed Analysis:  \nThe first compound, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a complex heteroaromatic molecule containing multiple nitrogen atoms capable of acting as both hydrogen bond ac",False,447
TATB,MTNP,0,TATB&MTNP,TATB&MTNP,"结论: Yes. 关键特征: - Distinct melting points with limited solid-state miscibility; - Complementary intermolecular interactions (e.g., hydrogen bonding, π–π stacking) facilitating liquid-phase mixing but inhibiting co-crystallization; - A single, sharp melting event at a temperature lower than the melting points of either pure component. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Distinct melting points with limited solid-state miscibility  \n- Complementary intermolecular interactions (e.g., hydrogen bonding, π–π stacking) facilitating liquid-phase mixing but inhibiting co-crystallization  \n- A single, sharp melting event at a temperature lower than the melting points of either pure component  \n\nDetailed Analysis:  \n2-[(4-Benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine is a complex heterocycli",False,448
TATB,"3,4-DNP",0,"TATB&3,4-DNP","TATB&3,4-DNP","结论: Yes. 关键特征: - Formation driven by complementary intermolecular interactions (e.g., hydrogen bonding between imidazopyridine N–H and phenolic OH with nitro groups); - Likely depressed melting point relative to either pure component due to disrupted crystal lattice packing; - Potential for improved solubility or dissolution rate compared to individual components. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation driven by complementary intermolecular interactions (e.g., hydrogen bonding between imidazopyridine N–H and phenolic OH with nitro groups)  \n- Likely depressed melting point relative to either pure component due to disrupted crystal lattice packing  \n- Potential for improved solubility or dissolution rate compared to individual components  \n\nDetailed Analysis:  \nThe molecule 2-[(4-benzylpiperidin-1-yl)methyl]-1H-im",False,449
TATB,"Benzene-1,2-diamine",0,"TATB&Benzene-1,2-diamine","TATB&Benzene-1,2-diamine","结论: No. 关键特征: - Significant disparity in molecular size, polarity, and hydrogen-bonding capability between components; - Lack of complementary intermolecular interaction motifs conducive to stable co-crystal or eutectic formation; - Large difference in melting points and physicochemical properties reduces thermodynamic compatibility. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, polarity, and hydrogen-bonding capability between components  \n- Lack of complementary intermolecular interaction motifs conducive to stable co-crystal or eutectic formation  \n- Large difference in melting points and physicochemical properties reduces thermodynamic compatibility  \n\nDetailed Analysis:  \nThe first molecule, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a re",False,450
TATB,DNBT,0,TATB&DNBT,TATB&DNBT,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture with a distinct eutectic composition; - Enhanced solubility or dissolution rate compared to individual components; - Absence of covalent bonding; interaction driven by non-covalent forces (e.g., van der Waals, π–π stacking, hydrogen bonding). 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a low-melting physical mixture with a distinct eutectic composition  \n- Enhanced solubility or dissolution rate compared to individual components  \n- Absence of covalent bonding; interaction driven by non-covalent forces (e.g., van der Waals, π–π stacking, hydrogen bonding)\n\nDetailed Analysis:  \nThe first molecule, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a complex heterocyclic compound c",False,451
TATB,A12,0,TATB&A12,TATB&A12,"结论: Yes. 关键特征: - Distinct melting points with limited solid-state miscibility; - Favorable intermolecular interactions (e.g., hydrogen bonding, π–π stacking) that promote liquid-phase compatibility but inhibit co-crystal formation; - A single eutectic point on the phase diagram where the mixture melts at a temperature lower than either pure component. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Distinct melting points with limited solid-state miscibility  \n- Favorable intermolecular interactions (e.g., hydrogen bonding, π–π stacking) that promote liquid-phase compatibility but inhibit co-crystal formation  \n- A single eutectic point on the phase diagram where the mixture melts at a temperature lower than either pure component  \n\nDetailed Analysis:  \n2-[(4-Benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine is a ",False,452
TATB,NN,0,TATB&NN,TATB&NN,"结论: No. 关键特征: - Significant disparity in molecular structure and intermolecular interaction profiles; - Large difference in melting points and thermal stability; - Incompatible hydrogen-bonding and acid–base behavior for stable eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular structure and intermolecular interaction profiles  \n- Large difference in melting points and thermal stability  \n- Incompatible hydrogen-bonding and acid–base behavior for stable eutectic formation  \n\nDetailed Analysis:  \nA eutectic system forms when two or more components are miscible in the liquid state but exhibit limited solid-state solubility, resulting in a mixture that melts at a temperatu",False,453
TATB,PDCA,0,TATB&PDCA,TATB&PDCA,"结论: Yes. 关键特征: - Distinct melting point depression relative to the individual components; - Homogeneous solid mixture at the eutectic composition with intimate molecular-level contact; - Enhanced solubility or dissolution rate compared to pure components. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Distinct melting point depression relative to the individual components  \n- Homogeneous solid mixture at the eutectic composition with intimate molecular-level contact  \n- Enhanced solubility or dissolution rate compared to pure components  \n\nDetailed Analysis:  \nThe compound 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine is a moderately complex organic base containing multiple aromatic rings and a basic piperi",False,454
TATB,FOX-7,0,TATB&FOX-7,TATB&FOX-7,"结论: No. 关键特征: - Significant disparity in molecular polarity and hydrogen bonding capability; - Large difference in melting points and thermal behavior; - Incompatible crystal packing motifs due to structural dissimilarity. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and hydrogen bonding capability  \n- Large difference in melting points and thermal behavior  \n- Incompatible crystal packing motifs due to structural dissimilarity  \n\nDetailed Analysis:  \nThe first compound, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a complex heterocyclic base containing multiple aromatic rings (benzyl and imidazopyridine), a basic piperidine nitro",False,455
TATB,BQ,0,TATB&BQ,TATB&BQ,"结论: Yes. 关键特征: - Formation of a homogeneous liquid phase upon melting at a composition-specific temperature lower than the melting points of either pure component; - Absence of significant chemical interaction (e.g., proton transfer or covalent bonding), favoring physical mixing over cocrystal formation; - Distinct thermal behavior observable via DSC (differential scanning calorimetry) with a single sharp endotherm at the eutectic point. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a homogeneous liquid phase upon melting at a composition-specific temperature lower than the melting points of either pure component  \n- Absence of significant chemical interaction (e.g., proton transfer or covalent bonding), favoring physical mixing over cocrystal formation  \n- Distinct thermal behavior observable via DSC (differential scanning calorimetry) with a single sharp endotherm at the eutectic point  \n\n",False,456
TATB,DMI,0,TATB&DMI,TATB&DMI,"结论: No. 关键特征: - Significant disparity in molecular polarity and hydrogen bonding capability; - Large difference in melting points and crystal packing motifs; - Lack of complementary intermolecular interaction sites for stable co-crystal or eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and hydrogen bonding capability  \n- Large difference in melting points and crystal packing motifs  \n- Lack of complementary intermolecular interaction sites for stable co-crystal or eutectic formation  \n\nDetailed Analysis:  \nThe first compound, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a relatively large, basic heterocyclic molecule containing multiple nitrogen ato",False,457
TATB,A5,0,TATB&A5,TATB&A5,"结论: No. 关键特征: - Significant disparity in molecular size and complexity; - Mismatched intermolecular interaction profiles (hydrogen bonding, polarity, aromaticity); - Extremely low probability of mutual solubility or co-crystallization behavior required for eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size and complexity  \n- Mismatched intermolecular interaction profiles (hydrogen bonding, polarity, aromaticity)  \n- Extremely low probability of mutual solubility or co-crystallization behavior required for eutectic formation  \n\nDetailed Analysis:  \nThe first molecule, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a relatively small, moderately lipophilic heterocyclic compound",False,458
TATB,ADNP,0,TATB&ADNP,TATB&ADNP,"结论: No. 关键特征: - Significant disparity in molecular size, polarity, and hydrogen-bonding capability between the two compounds; - Lack of complementary intermolecular interaction motifs necessary for stable co-crystal or eutectic formation; - High structural complexity and conformational flexibility likely inhibiting consistent packing at a shared melting point minimum. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, polarity, and hydrogen-bonding capability between the two compounds  \n- Lack of complementary intermolecular interaction motifs necessary for stable co-crystal or eutectic formation  \n- High structural complexity and conformational flexibility likely inhibiting consistent packing at a shared melting point minimum  \n\nDetailed Analysis:  \nThe first molecule, 2-[(4-benzylpiperidin-1-yl)methyl]",False,459
TATB,MATNB,0,TATB&MATNB,TATB&MATNB,"结论: Yes. 关键特征: - Distinct melting points with limited solid-state miscibility; - Favorable intermolecular interactions (e.g., hydrogen bonding, π–π stacking) enabling liquid-phase co-melting at a composition lower than either pure component’s melting point; - Formation of a homogeneous liquid phase upon eutectic melting without chemical reaction or salt formation. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Distinct melting points with limited solid-state miscibility  \n- Favorable intermolecular interactions (e.g., hydrogen bonding, π–π stacking) enabling liquid-phase co-melting at a composition lower than either pure component’s melting point  \n- Formation of a homogeneous liquid phase upon eutectic melting without chemical reaction or salt formation  \n\nDetailed Analysis:  \nThe first compound, 2-[(4-benzylpiperidin-1-yl)methyl]-",False,460
TATB,TTNB,0,TATB&TTNB,TATB&TTNB,"结论: Yes. 关键特征: - Formation of a single, sharp melting point lower than the individual melting points of either pure component; - Homogeneous solid mixture at the eutectic composition with intimate molecular-level contact but no covalent bonding; - Reversible thermal behavior upon heating and cooling, consistent with physical mixing rather than chemical reaction. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a single, sharp melting point lower than the individual melting points of either pure component  \n- Homogeneous solid mixture at the eutectic composition with intimate molecular-level contact but no covalent bonding  \n- Reversible thermal behavior upon heating and cooling, consistent with physical mixing rather than chemical reaction  \n\nDetailed Analysis:  \n2-[(4-Benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyr",False,461
TATB,NTO,0,TATB&NTO,TATB&NTO,"结论: No. 关键特征: - Significant disparity in molecular polarity and intermolecular interaction profiles; - Extremely low miscibility due to incompatible crystal packing motifs; - Absence of complementary hydrogen bonding or acid–base functionality. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and intermolecular interaction profiles  \n- Extremely low miscibility due to incompatible crystal packing motifs  \n- Absence of complementary hydrogen bonding or acid–base functionality  \n\nDetailed Analysis:  \nThe first compound, 2-[(4-benzylpiperidin-1-yl)methyl]-1H-imidazo[4,5-b]pyridine, is a moderately polar organic molecule containing basic nitrogen atoms (tertiary amine in piperidi",False,462
DATB,A4,0,DATB&A4,DATB&A4,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,463
DATB,DNPP,0,DATB&DNPP,DATB&DNPP,"结论: Yes. 关键特征: - Formation of a low-melting mixture below the melting points of both pure components due to limited solid-state miscibility.; - Likely driven by complementary intermolecular interactions (e.g., hydrogen bonding between amine and phenolic OH groups).; - Possible stoichiometric or non-stoichiometric composition with distinct thermal behavior observable via DSC.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting mixture below the melting points of both pure components due to limited solid-state miscibility.\n- Likely driven by complementary intermolecular interactions (e.g., hydrogen bonding between amine and phenolic OH groups).\n- Possible stoichiometric or non-stoichiometric composition with distinct thermal behavior observable via DSC.\n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as ",False,464
DATB,4-AT,0,DATB&4-AT,DATB&4-AT,"结论: No. 关键特征: - Significant disparity in molecular size, symmetry, and functional group compatibility; - Mismatched melting behaviors and thermal stabilities; - Lack of complementary intermolecular interaction motifs for stable co-crystallization or eutectic formation. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular size, symmetry, and functional group compatibility\n- Mismatched melting behaviors and thermal stabilities\n- Lack of complementary intermolecular interaction motifs for stable co-crystallization or eutectic formation\n\nDetailed Analysis:  \nEutectic formation typically occurs between compounds that are miscible in the liquid phase but immiscible or partially miscible in the solid state, resulting in",False,465
DATB,TNAN,0,DATB&TNAN,DATB&TNAN,"结论: Yes. 关键特征: - Significant difference in melting points between the two components, enabling depression of the mixture’s melting point below that of either pure compound.; - Structural similarity (both are aromatic nitro compounds with amino/nitro substitution patterns) promoting partial miscibility in the liquid phase but limited solid solubility, a prerequisite for eutectic formation.; - Strong intermolecular interactions (e.g., hydrogen bonding between –NH₂ and –NO₂ groups) that stabilize the liquid phase and facilitate co-crystallization at a specific composition.. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:  \n- Significant difference in melting points between the two components, enabling depression of the mixture’s melting point below that of either pure compound.  \n- Structural similarity (both are aromatic nitro compounds with amino/nitro substitution patterns) promoting partial miscibility in the liquid phase but limited solid solubility, a prerequisite for eutectic formation.  \n- Strong intermolecular interactions (e.g., hydrogen bo",False,466
DATB,TNA,0,DATB&TNA,DATB&TNA,"结论: No. 关键特征: - Significant disparity in molecular polarity and intermolecular interactions; - Large difference in melting points and thermal behavior; - Lack of complementary functional groups for stable heteromeric interaction. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and intermolecular interactions  \n- Large difference in melting points and thermal behavior  \n- Lack of complementary functional groups for stable heteromeric interaction  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrodiaminobenzene) is a highly polar, electron-deficient aromatic compound featuring both strong electron-withdrawing nitro groups (–NO₂) and",False,467
DATB,"4,5-MDNP",0,"DATB&4,5-MDNP","DATB&4,5-MDNP","结论: Yes. 关键特征: - Significant difference in melting points between the two components, enabling mutual solubility depression.; - Complementary intermolecular interactions (e.g., hydrogen bonding between amine/nitro groups and π–π stacking) that stabilize the liquid phase over a range of compositions.; - Formation of a single, sharp melting event at the eutectic composition distinct from the melting points of either pure compound.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in melting points between the two components, enabling mutual solubility depression.  \n- Complementary intermolecular interactions (e.g., hydrogen bonding between amine/nitro groups and π–π stacking) that stabilize the liquid phase over a range of compositions.  \n- Formation of a single, sharp melting event at the eutectic composition distinct from the melting points of either pure compound.\n\nDetailed A",False,468
DATB,DNTF,0,DATB&DNTF,DATB&DNTF,"结论: Yes. 关键特征: - Significant difference in molecular symmetry and crystal packing efficiency between the two components; - Complementary hydrogen-bonding motifs enabling intermolecular interactions without forming a stable co-crystal; - Melting point depression relative to either pure component, with a distinct eutectic composition observable on a binary phase diagram. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Significant difference in molecular symmetry and crystal packing efficiency between the two components  \n- Complementary hydrogen-bonding motifs enabling intermolecular interactions without forming a stable co-crystal  \n- Melting point depression relative to either pure component, with a distinct eutectic composition observable on a binary phase diagram  \n\nDetailed Analysis:  \nThe first molecule, 2,4,6-trinitrobenzene-1,3-di",False,469
DATB,NAQ,0,DATB&NAQ,DATB&NAQ,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture with a distinct eutectic composition; - Absence of strong covalent bonding; interaction primarily driven by intermolecular forces (e.g., hydrogen bonding, π–π stacking, dipole–dipole); - Enhanced solubility or dissolution rate compared to individual components at the eutectic point. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting physical mixture with a distinct eutectic composition\n- Absence of strong covalent bonding; interaction primarily driven by intermolecular forces (e.g., hydrogen bonding, π–π stacking, dipole–dipole)\n- Enhanced solubility or dissolution rate compared to individual components at the eutectic point\n\nDetailed Analysis:\n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrophenylenediamine) is an elec",False,470
DATB,xylene,0,DATB&xylene,DATB&xylene,"结论: Yes. 关键特征: - Formation of a simple eutectic mixture without chemical interaction or co-crystal formation; - Significant melting point depression relative to the individual components; - Homogeneous liquid phase upon melting at the eutectic composition. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a simple eutectic mixture without chemical interaction or co-crystal formation  \n- Significant melting point depression relative to the individual components  \n- Homogeneous liquid phase upon melting at the eutectic composition  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as DATB—diaminotrinitrobenzene) is a highly polar, electron-deficient aromatic compound with strong intermolecular hydr",False,471
DATB,PNox,0,DATB&PNox,DATB&PNox,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,472
DATB,TNB,0,DATB&TNB,DATB&TNB,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture distinct from the melting points of individual components; - Likely stabilized by complementary intermolecular interactions (e.g., hydrogen bonding between amine and carboxylic acid groups); - Exhibits a sharp, well-defined melting event at the eutectic composition in thermal analysis (DSC). 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a low-melting physical mixture distinct from the melting points of individual components  \n- Likely stabilized by complementary intermolecular interactions (e.g., hydrogen bonding between amine and carboxylic acid groups)  \n- Exhibits a sharp, well-defined melting event at the eutectic composition in thermal analysis (DSC)\n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrophenylenediam",False,473
DATB,BL,0,DATB&BL,DATB&BL,"结论: Yes. 关键特征: - Formation of a homogeneous liquid phase at a specific composition with a melting point lower than either pure component; - Absence of significant chemical reaction or covalent bond formation between components—interaction primarily through intermolecular forces (e.g., hydrogen bonding, dipole–dipole); - Distinct thermal behavior observable via DSC (Differential Scanning Calorimetry), showing a single sharp endothermic peak corresponding to the eutectic temperature. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Formation of a homogeneous liquid phase at a specific composition with a melting point lower than either pure component  \n- Absence of significant chemical reaction or covalent bond formation between components—interaction primarily through intermolecular forces (e.g., hydrogen bonding, dipole–dipole)  \n- Distinct thermal behavior observable via DSC (Differential Scanning Calorimetry), showing a single sharp endothermic peak corr",False,474
DATB,A8,0,DATB&A8,DATB&A8,"结论: No. 关键特征: - Lack of complementary intermolecular interactions necessary for stable co-crystal or eutectic formation; - Significant disparity in molecular symmetry and polarity between components; - High likelihood of decomposition prior to melting, especially for 2,4,6-trinitrobenzene-1,3-diamine. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Lack of complementary intermolecular interactions necessary for stable co-crystal or eutectic formation  \n- Significant disparity in molecular symmetry and polarity between components  \n- High likelihood of decomposition prior to melting, especially for 2,4,6-trinitrobenzene-1,3-diamine  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as DATB—diaminotrinitrobenzene) is a highly nitrated aromatic compound with ",False,475
DATB,MNO,0,DATB&MNO,DATB&MNO,"结论: Yes. 关键特征: - Significant difference in molecular polarity and hydrogen-bonding capability between components; - Complementary intermolecular interactions (e.g., acid–base or donor–acceptor) enabling partial miscibility in the solid state; - Distinct melting points with potential for mutual solubility depression leading to a eutectic minimum. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in molecular polarity and hydrogen-bonding capability between components  \n- Complementary intermolecular interactions (e.g., acid–base or donor–acceptor) enabling partial miscibility in the solid state  \n- Distinct melting points with potential for mutual solubility depression leading to a eutectic minimum  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrophenylenediamine)",False,476
DATB,Nap,0,DATB&Nap,DATB&Nap,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,477
DATB,TNT,0,DATB&TNT,DATB&TNT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,478
DATB,DAF,0,DATB&DAF,DATB&DAF,"结论: Yes. 关键特征: - Formation of a low-melting physical mixture with a distinct eutectic composition; - Absence of covalent bonding or stoichiometric complexation—interactions primarily driven by van der Waals forces, π–π stacking, and possible weak hydrogen bonding; - Enhanced solubility or processability compared to individual components due to depressed melting point. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a low-melting physical mixture with a distinct eutectic composition  \n- Absence of covalent bonding or stoichiometric complexation—interactions primarily driven by van der Waals forces, π–π stacking, and possible weak hydrogen bonding  \n- Enhanced solubility or processability compared to individual components due to depressed melting point  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as ",False,479
DATB,DNDA,0,DATB&DNDA,DATB&DNDA,"结论: Yes. 关键特征: - Formation of a low-melting homogeneous mixture at a specific composition distinct from the melting points of either pure component; - Enhanced solubility and dissolution rate compared to individual components due to disrupted crystal lattice interactions; - Potential for improved energetic performance or processability if used in propellant or explosive formulations. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:  \n- Formation of a low-melting homogeneous mixture at a specific composition distinct from the melting points of either pure component  \n- Enhanced solubility and dissolution rate compared to individual components due to disrupted crystal lattice interactions  \n- Potential for improved energetic performance or processability if used in propellant or explosive formulations  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine",False,480
DATB,CPL,0,DATB&CPL,DATB&CPL,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,481
DATB,AT,0,DATB&AT,DATB&AT,"结论: Yes. 关键特征: - Significant difference in melting points between the two components, facilitating eutectic formation.; - Complementary hydrogen-bonding capabilities enabling intermolecular interactions without full co-crystal lattice integration.; - Moderate miscibility in the liquid phase but limited solid solubility, satisfying typical eutectic criteria.. 详细分析: Conclusion: Yes\n\nLikelihood: Medium\n\nKey Characteristics:\n- Significant difference in melting points between the two components, facilitating eutectic formation.\n- Complementary hydrogen-bonding capabilities enabling intermolecular interactions without full co-crystal lattice integration.\n- Moderate miscibility in the liquid phase but limited solid solubility, satisfying typical eutectic criteria.\n\nDetailed Analysis:\n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrophenylenedia",False,482
DATB,Pyr,0,DATB&Pyr,DATB&Pyr,"结论: No. 关键特征: - Significant disparity in molecular polarity and hydrogen-bonding capability; - Large difference in melting points and thermal stability; - Incompatible crystal packing tendencies due to structural rigidity vs. flexibility. 详细分析: Conclusion: No\n\nLikelihood: Low\n\nKey Characteristics:\n- Significant disparity in molecular polarity and hydrogen-bonding capability  \n- Large difference in melting points and thermal stability  \n- Incompatible crystal packing tendencies due to structural rigidity vs. flexibility  \n\nDetailed Analysis:  \n2,4,6-Trinitrobenzene-1,3-diamine (also known as trinitrophenylenediamine) is a highly polar, electron-deficient aromatic compound with strong intermolecular interactions, including mult",False,483
DATB,TCTNB,0,DATB&TCTNB,DATB&TCTNB,结论: Yes. 关键特征: - Significant difference in molecular symmetry and intermolecular interaction profiles between the two components; - Complementary hydrogen-bonding capability (donor from diamine vs. acceptor-rich nitro/chloro groups) enabling favorable heteromolecular interactions; - Similar planar aromatic core structures promoting co-planarity and potential for mixed crystal or eutectic formation with depressed melting behavior. 详细分析: Conclusion: Yes\n\nLikelihood: High\n\nKey Characteristics:\n- Significant difference in molecular symmetry and intermolecular interaction profiles between the two components  \n- Complementary hydrogen-bonding capability (donor from diamine vs. acceptor-rich nitro/chloro groups) enabling favorable heteromolecular interactions  \n- Similar planar aromatic core structures promoting co-planarity and potential for mixed crystal or eutectic formation with depressed melting behavior  \n\nDetailed Ana,False,484
